title,text,type,combined_text,cleaned_text,label
Class Reminder,CS 301 class is at 10:30 AM in room 201. Don't forget homework!,not spam,Class Reminder CS 301 class is at 10:30 AM in room 201. Don't forget homework!,class reminder cs 301 class is at 10:30 am in room 201. don't forget homework!,0
Tax Refund Available,Claim your $5000 tax refund now: http://scam-site.com,spam,Tax Refund Available Claim your $5000 tax refund now: http://scam-site.com,tax refund available claim your $5000 tax refund now:,1
Cheap Medications,Buy Viagra without prescription! Huge discounts! http://scam-site.com,spam,Cheap Medications Buy Viagra without prescription! Huge discounts! http://scam-site.com,cheap medications buy viagra without prescription! huge discounts!,1
WIN BIG MONEY!,You've won $1000000! Click here to claim: http://scam-site.com,spam,WIN BIG MONEY! You've won $1000000! Click here to claim: http://scam-site.com,win big money! you've won $1000000! click here to claim:,1
Recipe Shared,"Here's that apple pie recipe you asked for: chicken, vegetables, broth",not spam,"Recipe Shared Here's that apple pie recipe you asked for: chicken, vegetables, broth","recipe shared here's that apple pie recipe you asked for: chicken, vegetables, broth",0
Book Club Meeting,Book club meets this weekend at 5:00 PM. We're discussing 'Pride and Prejudice'.,not spam,Book Club Meeting Book club meets this weekend at 5:00 PM. We're discussing 'Pride and Prejudice'.,book club meeting book club meets this weekend at 5:00 pm. we're discussing 'pride and prejudice'.,0
Bitcoin Investment,Make 300% returns with our crypto bot! http://scam-site.com,spam,Bitcoin Investment Make 300% returns with our crypto bot! http://scam-site.com,bitcoin investment make 300% returns with our crypto bot!,1
WIN BIG MONEY!,You've won $10000! Click here to claim: http://scam-site.com,spam,WIN BIG MONEY! You've won $10000! Click here to claim: http://scam-site.com,win big money! you've won $10000! click here to claim:,1
Code Review Request,Can you review PR #DL789 when you get a chance? Thanks!,not spam,Code Review Request Can you review PR #DL789 when you get a chance? Thanks!,code review request can you review pr #dl789 when you get a chance? thanks!,0
Your Package Delivery Failed,Redeliver your package here: http://scam-site.com,spam,Your Package Delivery Failed Redeliver your package here: http://scam-site.com,your package delivery failed redeliver your package here:,1
Enlarge Your Size,Grow 3 inches naturally! Guaranteed! http://scam-site.com,spam,Enlarge Your Size Grow 3 inches naturally! Guaranteed! http://scam-site.com,enlarge your size grow 3 inches naturally! guaranteed!,1
Utility Bill,Your electric bill is $188. Due: Nov 25. Pay at paybill.com,not spam,Utility Bill Your electric bill is $188. Due: Nov 25. Pay at paybill.com,utility bill your electric bill is $188. due: nov 25. pay at paybill.com,0
Meeting Reminder,Team meeting tomorrow at 9:00 AM in Cafeteria. See you there!,not spam,Meeting Reminder Team meeting tomorrow at 9:00 AM in Cafeteria. See you there!,meeting reminder team meeting tomorrow at 9:00 am in cafeteria. see you there!,0
Utility Bill,Your water bill is $79. Due: Dec 5. Pay at utility.com,not spam,Utility Bill Your water bill is $79. Due: Dec 5. Pay at utility.com,utility bill your water bill is $79. due: dec 5. pay at utility.com,0
Free Gift Card,You won a $1000 Target gift card! Claim: http://scam-site.com,spam,Free Gift Card You won a $1000 Target gift card! Claim: http://scam-site.com,free gift card you won a $1000 target gift card! claim:,1
Project Update,Here's the status update on project Alex. Review attached.,not spam,Project Update Here's the status update on project Alex. Review attached.,project update here's the status update on project alex. review attached.,0
Work From Home Assembly,Assemble products at home! $35/hour! http://scam-site.com,spam,Work From Home Assembly Assemble products at home! $35/hour! http://scam-site.com,work from home assembly assemble products at home! $35/hour!,1
Meeting Reminder,Team meeting tomorrow at 10:30 AM in Room 301. See you there!,not spam,Meeting Reminder Team meeting tomorrow at 10:30 AM in Room 301. See you there!,meeting reminder team meeting tomorrow at 10:30 am in room 301. see you there!,0
Appointment Reminder,Your appointment with Dr. Davis is on Dec 1 at 2:00 PM.,not spam,Appointment Reminder Your appointment with Dr. Davis is on Dec 1 at 2:00 PM.,appointment reminder your appointment with dr. davis is on dec 1 at 2:00 pm.,0
Appointment Reminder,Your appointment with Dr. Brown is on Dec 5 at 9:00 AM.,not spam,Appointment Reminder Your appointment with Dr. Brown is on Dec 5 at 9:00 AM.,appointment reminder your appointment with dr. brown is on dec 5 at 9:00 am.,0
Gym Membership Renewal,Your gym membership expires Dec 1. Renew at front desk.,not spam,Gym Membership Renewal Your gym membership expires Dec 1. Renew at front desk.,gym membership renewal your gym membership expires dec 1. renew at front desk.,0
Lose Weight Fast,Lose 10000 pounds in 30 days! No exercise! http://scam-site.com,spam,Lose Weight Fast Lose 10000 pounds in 30 days! No exercise! http://scam-site.com,lose weight fast lose 10000 pounds in 30 days! no exercise!,1
Parent-Teacher Conference,Conference scheduled Dec 1 at 10:30 AM. Please confirm.,not spam,Parent-Teacher Conference Conference scheduled Dec 1 at 10:30 AM. Please confirm.,parent-teacher conference conference scheduled dec 1 at 10:30 am. please confirm.,0
Free Gift Card,You won a $25000 Amazon gift card! Claim: http://scam-site.com,spam,Free Gift Card You won a $25000 Amazon gift card! Claim: http://scam-site.com,free gift card you won a $25000 amazon gift card! claim:,1
Make Money From Home,Earn $5000 per week working from home! http://scam-site.com,spam,Make Money From Home Earn $5000 per week working from home! http://scam-site.com,make money from home earn $5000 per week working from home!,1
Gym Membership Renewal,Your gym membership expires Nov 27. Renew at front desk.,not spam,Gym Membership Renewal Your gym membership expires Nov 27. Renew at front desk.,gym membership renewal your gym membership expires nov 27. renew at front desk.,0
Make Money From Home,Earn $100000 per week working from home! http://scam-site.com,spam,Make Money From Home Earn $100000 per week working from home! http://scam-site.com,make money from home earn $100000 per week working from home!,1
URGENT: Account Suspended,Your account will be closed unless you verify: http://scam-site.com,spam,URGENT: Account Suspended Your account will be closed unless you verify: http://scam-site.com,urgent: account suspended your account will be closed unless you verify:,1
Work From Home Assembly,Assemble products at home! $55/hour! http://scam-site.com,spam,Work From Home Assembly Assemble products at home! $55/hour! http://scam-site.com,work from home assembly assemble products at home! $55/hour!,1
Lose Weight Fast,Lose 50 pounds in 30 days! No exercise! http://scam-site.com,spam,Lose Weight Fast Lose 50 pounds in 30 days! No exercise! http://scam-site.com,lose weight fast lose 50 pounds in 30 days! no exercise!,1
WIN BIG MONEY!,You've won $1000000! Click here to claim: http://scam-site.com,spam,WIN BIG MONEY! You've won $1000000! Click here to claim: http://scam-site.com,win big money! you've won $1000000! click here to claim:,1
Book Club Meeting,Book club meets Tuesday at 3:30 PM. We're discussing 'Pride and Prejudice'.,not spam,Book Club Meeting Book club meets Tuesday at 3:30 PM. We're discussing 'Pride and Prejudice'.,book club meeting book club meets tuesday at 3:30 pm. we're discussing 'pride and prejudice'.,0
Code Review Request,Can you review PR #UA456 when you get a chance? Thanks!,not spam,Code Review Request Can you review PR #UA456 when you get a chance? Thanks!,code review request can you review pr #ua456 when you get a chance? thanks!,0
Happy Birthday,Happy birthday! Hope you have an amazing day! - Lisa,not spam,Happy Birthday Happy birthday! Hope you have an amazing day! - Lisa,happy birthday happy birthday! hope you have an amazing day! - lisa,0
Bitcoin Investment,Make 100% returns with our crypto bot! http://scam-site.com,spam,Bitcoin Investment Make 100% returns with our crypto bot! http://scam-site.com,bitcoin investment make 100% returns with our crypto bot!,1
Code Review Request,Can you review PR #AA123 when you get a chance? Thanks!,not spam,Code Review Request Can you review PR #AA123 when you get a chance? Thanks!,code review request can you review pr #aa123 when you get a chance? thanks!,0
Hot Singles Near You,Meet 10 singles in your area tonight! http://scam-site.com,spam,Hot Singles Near You Meet 10 singles in your area tonight! http://scam-site.com,hot singles near you meet 10 singles in your area tonight!,1
Bitcoin Investment,Make 200% returns with our crypto bot! http://scam-site.com,spam,Bitcoin Investment Make 200% returns with our crypto bot! http://scam-site.com,bitcoin investment make 200% returns with our crypto bot!,1
Utility Bill,Your gas bill is $76. Due: Nov 26. Pay at paybill.com,not spam,Utility Bill Your gas bill is $76. Due: Nov 26. Pay at paybill.com,utility bill your gas bill is $76. due: nov 26. pay at paybill.com,0
Meeting Reminder,Team meeting tomorrow at 10:30 AM in Room 301. See you there!,not spam,Meeting Reminder Team meeting tomorrow at 10:30 AM in Room 301. See you there!,meeting reminder team meeting tomorrow at 10:30 am in room 301. see you there!,0
Weekend Plans,Going hiking this Friday. Want to join? Meeting at 9:00 AM.,not spam,Weekend Plans Going hiking this Friday. Want to join? Meeting at 9:00 AM.,weekend plans going hiking this friday. want to join? meeting at 9:00 am.,0
Free iPhone Giveaway,Get a FREE iPhone 15 Pro! Limited time! http://scam-site.com,spam,Free iPhone Giveaway Get a FREE iPhone 15 Pro! Limited time! http://scam-site.com,free iphone giveaway get a free iphone 15 pro! limited time!,1
Gym Membership Renewal,Your gym membership expires Nov 27. Renew at front desk.,not spam,Gym Membership Renewal Your gym membership expires Nov 27. Renew at front desk.,gym membership renewal your gym membership expires nov 27. renew at front desk.,0
Meeting Reminder,Team meeting tomorrow at 9:00 AM in Conference Room A. See you there!,not spam,Meeting Reminder Team meeting tomorrow at 9:00 AM in Conference Room A. See you there!,meeting reminder team meeting tomorrow at 9:00 am in conference room a. see you there!,0
Meeting Reminder,Team meeting tomorrow at 9:00 AM in Room 301. See you there!,not spam,Meeting Reminder Team meeting tomorrow at 9:00 AM in Room 301. See you there!,meeting reminder team meeting tomorrow at 9:00 am in room 301. see you there!,0
Flight Confirmation,Flight DL789 on Nov 25. ORD to SEA. Seat 23C.,not spam,Flight Confirmation Flight DL789 on Nov 25. ORD to SEA. Seat 23C.,flight confirmation flight dl789 on nov 25. ord to sea. seat 23c.,0
Your Order Confirmation,Order #917034469 confirmed. Delivery: Dec 5. Track: 1Z999AA10123453475,not spam,Your Order Confirmation Order #917034469 confirmed. Delivery: Dec 5. Track: 1Z999AA10123453475,your order confirmation order #917034469 confirmed. delivery: dec 5. track: 1z999aa10123453475,0
Project Update,Here's the status update on project Lisa. Review attached.,not spam,Project Update Here's the status update on project Lisa. Review attached.,project update here's the status update on project lisa. review attached.,0
WIN BIG MONEY!,You've won $25000! Click here to claim: http://scam-site.com,spam,WIN BIG MONEY! You've won $25000! Click here to claim: http://scam-site.com,win big money! you've won $25000! click here to claim:,1
Code Review Request,Can you review PR #UA456 when you get a chance? Thanks!,not spam,Code Review Request Can you review PR #UA456 when you get a chance? Thanks!,code review request can you review pr #ua456 when you get a chance? thanks!,0
Tax Refund Available,Claim your $100000 tax refund now: http://scam-site.com,spam,Tax Refund Available Claim your $100000 tax refund now: http://scam-site.com,tax refund available claim your $100000 tax refund now:,1
Your Computer Has Virus,URGENT! 10000 viruses detected! Fix now: http://scam-site.com,spam,Your Computer Has Virus URGENT! 10000 viruses detected! Fix now: http://scam-site.com,your computer has virus urgent! 10000 viruses detected! fix now:,1
Recipe Shared,"Here's that apple pie recipe you asked for: flour, eggs, milk",not spam,"Recipe Shared Here's that apple pie recipe you asked for: flour, eggs, milk","recipe shared here's that apple pie recipe you asked for: flour, eggs, milk",0
Utility Bill,Your water bill is $186. Due: Dec 5. Pay at paybill.com,not spam,Utility Bill Your water bill is $186. Due: Dec 5. Pay at paybill.com,utility bill your water bill is $186. due: dec 5. pay at paybill.com,0
WIN BIG MONEY!,You've won $1000000! Click here to claim: http://scam-site.com,spam,WIN BIG MONEY! You've won $1000000! Click here to claim: http://scam-site.com,win big money! you've won $1000000! click here to claim:,1
Flight Confirmation,Flight UA456 on Dec 1. ORD to MIA. Seat 26B.,not spam,Flight Confirmation Flight UA456 on Dec 1. ORD to MIA. Seat 26B.,flight confirmation flight ua456 on dec 1. ord to mia. seat 26b.,0
Class Reminder,Biology 102 class is at 9:00 AM in room 201. Don't forget homework!,not spam,Class Reminder Biology 102 class is at 9:00 AM in room 201. Don't forget homework!,class reminder biology 102 class is at 9:00 am in room 201. don't forget homework!,0
WIN BIG MONEY!,You've won $5000! Click here to claim: http://scam-site.com,spam,WIN BIG MONEY! You've won $5000! Click here to claim: http://scam-site.com,win big money! you've won $5000! click here to claim:,1
Recipe Shared,"Here's that chicken soup recipe you asked for: flour, eggs, milk",not spam,"Recipe Shared Here's that chicken soup recipe you asked for: flour, eggs, milk","recipe shared here's that chicken soup recipe you asked for: flour, eggs, milk",0
Your Computer Has Virus,URGENT! 50 viruses detected! Fix now: http://scam-site.com,spam,Your Computer Has Virus URGENT! 50 viruses detected! Fix now: http://scam-site.com,your computer has virus urgent! 50 viruses detected! fix now:,1
Nigerian Prince Email,I need your help transferring $1000000. You get 100%!,spam,Nigerian Prince Email I need your help transferring $1000000. You get 100%!,nigerian prince email i need your help transferring $1000000. you get 100%!,1
Weekend Plans,Going hiking this Friday. Want to join? Meeting at 5:00 PM.,not spam,Weekend Plans Going hiking this Friday. Want to join? Meeting at 5:00 PM.,weekend plans going hiking this friday. want to join? meeting at 5:00 pm.,0
Book Club Meeting,Book club meets Friday at 3:30 PM. We're discussing 'Pride and Prejudice'.,not spam,Book Club Meeting Book club meets Friday at 3:30 PM. We're discussing 'Pride and Prejudice'.,book club meeting book club meets friday at 3:30 pm. we're discussing 'pride and prejudice'.,0
Dinner Plans,Want to grab dinner Tuesday? Let me know! - Emily,not spam,Dinner Plans Want to grab dinner Tuesday? Let me know! - Emily,dinner plans want to grab dinner tuesday? let me know! - emily,0
WIN BIG MONEY!,You've won $1000000! Click here to claim: http://scam-site.com,spam,WIN BIG MONEY! You've won $1000000! Click here to claim: http://scam-site.com,win big money! you've won $1000000! click here to claim:,1
Flight Confirmation,Flight UA456 on Dec 5. LAX to BOS. Seat 8C.,not spam,Flight Confirmation Flight UA456 on Dec 5. LAX to BOS. Seat 8C.,flight confirmation flight ua456 on dec 5. lax to bos. seat 8c.,0
Bitcoin Investment,Make 100% returns with our crypto bot! http://scam-site.com,spam,Bitcoin Investment Make 100% returns with our crypto bot! http://scam-site.com,bitcoin investment make 100% returns with our crypto bot!,1
Project Update,Here's the status update on project Emily. Review attached.,not spam,Project Update Here's the status update on project Emily. Review attached.,project update here's the status update on project emily. review attached.,0
Enlarge Your Size,Grow 4 inches naturally! Guaranteed! http://scam-site.com,spam,Enlarge Your Size Grow 4 inches naturally! Guaranteed! http://scam-site.com,enlarge your size grow 4 inches naturally! guaranteed!,1
Tax Refund Available,Claim your $100000 tax refund now: http://scam-site.com,spam,Tax Refund Available Claim your $100000 tax refund now: http://scam-site.com,tax refund available claim your $100000 tax refund now:,1
Your Package Delivery Failed,Redeliver your package here: http://scam-site.com,spam,Your Package Delivery Failed Redeliver your package here: http://scam-site.com,your package delivery failed redeliver your package here:,1
Cheap Medications,Buy Xanax without prescription! Huge discounts! http://scam-site.com,spam,Cheap Medications Buy Xanax without prescription! Huge discounts! http://scam-site.com,cheap medications buy xanax without prescription! huge discounts!,1
Gym Membership Renewal,Your gym membership expires Nov 27. Renew at front desk.,not spam,Gym Membership Renewal Your gym membership expires Nov 27. Renew at front desk.,gym membership renewal your gym membership expires nov 27. renew at front desk.,0
Gym Membership Renewal,Your gym membership expires Nov 25. Renew at front desk.,not spam,Gym Membership Renewal Your gym membership expires Nov 25. Renew at front desk.,gym membership renewal your gym membership expires nov 25. renew at front desk.,0
Project Update,Here's the status update on project Alex. Review attached.,not spam,Project Update Here's the status update on project Alex. Review attached.,project update here's the status update on project alex. review attached.,0
Enlarge Your Size,Grow 3 inches naturally! Guaranteed! http://scam-site.com,spam,Enlarge Your Size Grow 3 inches naturally! Guaranteed! http://scam-site.com,enlarge your size grow 3 inches naturally! guaranteed!,1
Meeting Reminder,Team meeting tomorrow at 9:00 AM in Cafeteria. See you there!,not spam,Meeting Reminder Team meeting tomorrow at 9:00 AM in Cafeteria. See you there!,meeting reminder team meeting tomorrow at 9:00 am in cafeteria. see you there!,0
Your Order Confirmation,Order #186524923 confirmed. Delivery: Dec 1. Track: 1Z999AA10123458164,not spam,Your Order Confirmation Order #186524923 confirmed. Delivery: Dec 1. Track: 1Z999AA10123458164,your order confirmation order #186524923 confirmed. delivery: dec 1. track: 1z999aa10123458164,0
Class Reminder,Biology 102 class is at 9:00 AM in room A44. Don't forget homework!,not spam,Class Reminder Biology 102 class is at 9:00 AM in room A44. Don't forget homework!,class reminder biology 102 class is at 9:00 am in room a44. don't forget homework!,0
Your Computer Has Virus,URGENT! 10000 viruses detected! Fix now: http://scam-site.com,spam,Your Computer Has Virus URGENT! 10000 viruses detected! Fix now: http://scam-site.com,your computer has virus urgent! 10000 viruses detected! fix now:,1
Gym Membership Renewal,Your gym membership expires Nov 26. Renew at front desk.,not spam,Gym Membership Renewal Your gym membership expires Nov 26. Renew at front desk.,gym membership renewal your gym membership expires nov 26. renew at front desk.,0
Book Club Meeting,Book club meets this weekend at 3:30 PM. We're discussing 'Pride and Prejudice'.,not spam,Book Club Meeting Book club meets this weekend at 3:30 PM. We're discussing 'Pride and Prejudice'.,book club meeting book club meets this weekend at 3:30 pm. we're discussing 'pride and prejudice'.,0
Nigerian Prince Email,I need your help transferring $5000. You get 50%!,spam,Nigerian Prince Email I need your help transferring $5000. You get 50%!,nigerian prince email i need your help transferring $5000. you get 50%!,1
Project Update,Here's the status update on project Emily. Review attached.,not spam,Project Update Here's the status update on project Emily. Review attached.,project update here's the status update on project emily. review attached.,0
Project Update,Here's the status update on project Sarah. Review attached.,not spam,Project Update Here's the status update on project Sarah. Review attached.,project update here's the status update on project sarah. review attached.,0
Hot Singles Near You,Meet 50 singles in your area tonight! http://scam-site.com,spam,Hot Singles Near You Meet 50 singles in your area tonight! http://scam-site.com,hot singles near you meet 50 singles in your area tonight!,1
Lose Weight Fast,Lose 30 pounds in 21 days! No exercise! http://scam-site.com,spam,Lose Weight Fast Lose 30 pounds in 21 days! No exercise! http://scam-site.com,lose weight fast lose 30 pounds in 21 days! no exercise!,1
URGENT: Account Suspended,Your account will be closed unless you verify: http://scam-site.com,spam,URGENT: Account Suspended Your account will be closed unless you verify: http://scam-site.com,urgent: account suspended your account will be closed unless you verify:,1
Code Review Request,Can you review PR #DL789 when you get a chance? Thanks!,not spam,Code Review Request Can you review PR #DL789 when you get a chance? Thanks!,code review request can you review pr #dl789 when you get a chance? thanks!,0
Free iPhone Giveaway,Get a FREE iPhone 15 Pro! Limited time! http://scam-site.com,spam,Free iPhone Giveaway Get a FREE iPhone 15 Pro! Limited time! http://scam-site.com,free iphone giveaway get a free iphone 15 pro! limited time!,1
Work From Home Assembly,Assemble products at home! $45/hour! http://scam-site.com,spam,Work From Home Assembly Assemble products at home! $45/hour! http://scam-site.com,work from home assembly assemble products at home! $45/hour!,1
URGENT: Account Suspended,Your account will be closed unless you verify: http://scam-site.com,spam,URGENT: Account Suspended Your account will be closed unless you verify: http://scam-site.com,urgent: account suspended your account will be closed unless you verify:,1
Your Computer Has Virus,URGENT! 100 viruses detected! Fix now: http://scam-site.com,spam,Your Computer Has Virus URGENT! 100 viruses detected! Fix now: http://scam-site.com,your computer has virus urgent! 100 viruses detected! fix now:,1
Your Order Confirmation,Order #888247418 confirmed. Delivery: Nov 26. Track: 1Z999AA10123455762,not spam,Your Order Confirmation Order #888247418 confirmed. Delivery: Nov 26. Track: 1Z999AA10123455762,your order confirmation order #888247418 confirmed. delivery: nov 26. track: 1z999aa10123455762,0
Cheap Medications,Buy Viagra without prescription! Huge discounts! http://scam-site.com,spam,Cheap Medications Buy Viagra without prescription! Huge discounts! http://scam-site.com,cheap medications buy viagra without prescription! huge discounts!,1
Book Club Meeting,Book club meets Friday at 2:00 PM. We're discussing 'To Kill a Mockingbird'.,not spam,Book Club Meeting Book club meets Friday at 2:00 PM. We're discussing 'To Kill a Mockingbird'.,book club meeting book club meets friday at 2:00 pm. we're discussing 'to kill a mockingbird'.,0
Bitcoin Investment,Make 100% returns with our crypto bot! http://scam-site.com,spam,Bitcoin Investment Make 100% returns with our crypto bot! http://scam-site.com,bitcoin investment make 100% returns with our crypto bot!,1
Weekend Plans,Going hiking this Saturday. Want to join? Meeting at 9:00 AM.,not spam,Weekend Plans Going hiking this Saturday. Want to join? Meeting at 9:00 AM.,weekend plans going hiking this saturday. want to join? meeting at 9:00 am.,0
Free Gift Card,You won a $1000000 Walmart gift card! Claim: http://scam-site.com,spam,Free Gift Card You won a $1000000 Walmart gift card! Claim: http://scam-site.com,free gift card you won a $1000000 walmart gift card! claim:,1
Class Reminder,Math 101 class is at 2:00 PM in room 305. Don't forget homework!,not spam,Class Reminder Math 101 class is at 2:00 PM in room 305. Don't forget homework!,class reminder math 101 class is at 2:00 pm in room 305. don't forget homework!,0
Parent-Teacher Conference,Conference scheduled Dec 1 at 9:00 AM. Please confirm.,not spam,Parent-Teacher Conference Conference scheduled Dec 1 at 9:00 AM. Please confirm.,parent-teacher conference conference scheduled dec 1 at 9:00 am. please confirm.,0
Bitcoin Investment,Make 100% returns with our crypto bot! http://scam-site.com,spam,Bitcoin Investment Make 100% returns with our crypto bot! http://scam-site.com,bitcoin investment make 100% returns with our crypto bot!,1
Free Gift Card,You won a $1000000 Target gift card! Claim: http://scam-site.com,spam,Free Gift Card You won a $1000000 Target gift card! Claim: http://scam-site.com,free gift card you won a $1000000 target gift card! claim:,1
Nigerian Prince Email,I need your help transferring $25000. You get 30%!,spam,Nigerian Prince Email I need your help transferring $25000. You get 30%!,nigerian prince email i need your help transferring $25000. you get 30%!,1
Nigerian Prince Email,I need your help transferring $5000. You get 50%!,spam,Nigerian Prince Email I need your help transferring $5000. You get 50%!,nigerian prince email i need your help transferring $5000. you get 50%!,1
WIN BIG MONEY!,You've won $5000! Click here to claim: http://scam-site.com,spam,WIN BIG MONEY! You've won $5000! Click here to claim: http://scam-site.com,win big money! you've won $5000! click here to claim:,1
URGENT: Account Suspended,Your account will be closed unless you verify: http://scam-site.com,spam,URGENT: Account Suspended Your account will be closed unless you verify: http://scam-site.com,urgent: account suspended your account will be closed unless you verify:,1
Tax Refund Available,Claim your $1000000 tax refund now: http://scam-site.com,spam,Tax Refund Available Claim your $1000000 tax refund now: http://scam-site.com,tax refund available claim your $1000000 tax refund now:,1
Weekend Plans,Going hiking this this weekend. Want to join? Meeting at 9:00 AM.,not spam,Weekend Plans Going hiking this this weekend. Want to join? Meeting at 9:00 AM.,weekend plans going hiking this this weekend. want to join? meeting at 9:00 am.,0
Free Gift Card,You won a $25000 Walmart gift card! Claim: http://scam-site.com,spam,Free Gift Card You won a $25000 Walmart gift card! Claim: http://scam-site.com,free gift card you won a $25000 walmart gift card! claim:,1
Lose Weight Fast,Lose 50 pounds in 14 days! No exercise! http://scam-site.com,spam,Lose Weight Fast Lose 50 pounds in 14 days! No exercise! http://scam-site.com,lose weight fast lose 50 pounds in 14 days! no exercise!,1
Gym Membership Renewal,Your gym membership expires Nov 25. Renew at front desk.,not spam,Gym Membership Renewal Your gym membership expires Nov 25. Renew at front desk.,gym membership renewal your gym membership expires nov 25. renew at front desk.,0
Project Update,Here's the status update on project Mike. Review attached.,not spam,Project Update Here's the status update on project Mike. Review attached.,project update here's the status update on project mike. review attached.,0
Appointment Reminder,Your appointment with Dr. Davis is on Nov 27 at 2:00 PM.,not spam,Appointment Reminder Your appointment with Dr. Davis is on Nov 27 at 2:00 PM.,appointment reminder your appointment with dr. davis is on nov 27 at 2:00 pm.,0
Gym Membership Renewal,Your gym membership expires Nov 25. Renew at front desk.,not spam,Gym Membership Renewal Your gym membership expires Nov 25. Renew at front desk.,gym membership renewal your gym membership expires nov 25. renew at front desk.,0
Utility Bill,Your electric bill is $184. Due: Dec 5. Pay at paybill.com,not spam,Utility Bill Your electric bill is $184. Due: Dec 5. Pay at paybill.com,utility bill your electric bill is $184. due: dec 5. pay at paybill.com,0
Book Club Meeting,Book club meets Monday at 3:30 PM. We're discussing '1984'.,not spam,Book Club Meeting Book club meets Monday at 3:30 PM. We're discussing '1984'.,book club meeting book club meets monday at 3:30 pm. we're discussing '1984'.,0
Work From Home Assembly,Assemble products at home! $45/hour! http://scam-site.com,spam,Work From Home Assembly Assemble products at home! $45/hour! http://scam-site.com,work from home assembly assemble products at home! $45/hour!,1
URGENT: Account Suspended,Your account will be closed unless you verify: http://scam-site.com,spam,URGENT: Account Suspended Your account will be closed unless you verify: http://scam-site.com,urgent: account suspended your account will be closed unless you verify:,1
Your Order Confirmation,Order #935653809 confirmed. Delivery: Dec 5. Track: 1Z999AA10123459935,not spam,Your Order Confirmation Order #935653809 confirmed. Delivery: Dec 5. Track: 1Z999AA10123459935,your order confirmation order #935653809 confirmed. delivery: dec 5. track: 1z999aa10123459935,0
Gym Membership Renewal,Your gym membership expires Nov 27. Renew at front desk.,not spam,Gym Membership Renewal Your gym membership expires Nov 27. Renew at front desk.,gym membership renewal your gym membership expires nov 27. renew at front desk.,0
Free Gift Card,You won a $100000 Walmart gift card! Claim: http://scam-site.com,spam,Free Gift Card You won a $100000 Walmart gift card! Claim: http://scam-site.com,free gift card you won a $100000 walmart gift card! claim:,1
Parent-Teacher Conference,Conference scheduled Dec 5 at 10:30 AM. Please confirm.,not spam,Parent-Teacher Conference Conference scheduled Dec 5 at 10:30 AM. Please confirm.,parent-teacher conference conference scheduled dec 5 at 10:30 am. please confirm.,0
Bitcoin Investment,Make 200% returns with our crypto bot! http://scam-site.com,spam,Bitcoin Investment Make 200% returns with our crypto bot! http://scam-site.com,bitcoin investment make 200% returns with our crypto bot!,1
Gym Membership Renewal,Your gym membership expires Nov 26. Renew at front desk.,not spam,Gym Membership Renewal Your gym membership expires Nov 26. Renew at front desk.,gym membership renewal your gym membership expires nov 26. renew at front desk.,0
URGENT: Account Suspended,Your account will be closed unless you verify: http://scam-site.com,spam,URGENT: Account Suspended Your account will be closed unless you verify: http://scam-site.com,urgent: account suspended your account will be closed unless you verify:,1
Your Order Confirmation,Order #593524636 confirmed. Delivery: Dec 1. Track: 1Z999AA10123456776,not spam,Your Order Confirmation Order #593524636 confirmed. Delivery: Dec 1. Track: 1Z999AA10123456776,your order confirmation order #593524636 confirmed. delivery: dec 1. track: 1z999aa10123456776,0
Dinner Plans,Want to grab dinner Tuesday? Let me know! - Alex,not spam,Dinner Plans Want to grab dinner Tuesday? Let me know! - Alex,dinner plans want to grab dinner tuesday? let me know! - alex,0
Meeting Reminder,Team meeting tomorrow at 5:00 PM in Building B. See you there!,not spam,Meeting Reminder Team meeting tomorrow at 5:00 PM in Building B. See you there!,meeting reminder team meeting tomorrow at 5:00 pm in building b. see you there!,0
Gym Membership Renewal,Your gym membership expires Dec 5. Renew at front desk.,not spam,Gym Membership Renewal Your gym membership expires Dec 5. Renew at front desk.,gym membership renewal your gym membership expires dec 5. renew at front desk.,0
Flight Confirmation,Flight AA123 on Dec 1. DFW to MIA. Seat 29C.,not spam,Flight Confirmation Flight AA123 on Dec 1. DFW to MIA. Seat 29C.,flight confirmation flight aa123 on dec 1. dfw to mia. seat 29c.,0
Bitcoin Investment,Make 100% returns with our crypto bot! http://scam-site.com,spam,Bitcoin Investment Make 100% returns with our crypto bot! http://scam-site.com,bitcoin investment make 100% returns with our crypto bot!,1
Nigerian Prince Email,I need your help transferring $10000. You get 200%!,spam,Nigerian Prince Email I need your help transferring $10000. You get 200%!,nigerian prince email i need your help transferring $10000. you get 200%!,1
Parent-Teacher Conference,Conference scheduled Nov 25 at 10:30 AM. Please confirm.,not spam,Parent-Teacher Conference Conference scheduled Nov 25 at 10:30 AM. Please confirm.,parent-teacher conference conference scheduled nov 25 at 10:30 am. please confirm.,0
Class Reminder,CS 301 class is at 10:30 AM in room A44. Don't forget homework!,not spam,Class Reminder CS 301 class is at 10:30 AM in room A44. Don't forget homework!,class reminder cs 301 class is at 10:30 am in room a44. don't forget homework!,0
Tax Refund Available,Claim your $25000 tax refund now: http://scam-site.com,spam,Tax Refund Available Claim your $25000 tax refund now: http://scam-site.com,tax refund available claim your $25000 tax refund now:,1
Happy Birthday,Happy birthday! Hope you have an amazing day! - John,not spam,Happy Birthday Happy birthday! Hope you have an amazing day! - John,happy birthday happy birthday! hope you have an amazing day! - john,0
